UID,Ano_Criacao,Sigla_IF,Nome_IF,Campus_IF,Regioes,UF,Municipio,Endereco_Padronizado
if_sudeste_mg_campus_rio_pomba,1964,IF Sudeste MG,Instituto Federal do Sudeste de Minas Gerais,Campus Rio Pomba,Sudeste,MG,Rio Pomba,Rio Pomba/MG
if_sudeste_mg_campus_santos_dumont,2013,IF Sudeste MG,Instituto Federal do Sudeste de Minas Gerais,Campus Santos Dumont,Sudeste,MG,Santos Dumont,Santos Dumont/MG
if_sudeste_mg_campus_sao_joao_del_rei,2013,IF Sudeste MG,Instituto Federal do Sudeste de Minas Gerais,Campus São João del Rei,Sudeste,MG,São João del-Rei,São João del-Rei/MG
ifsuldeminas_campus_avancado_carmo_de_minas,2014,IFSULDEMINAS,Instituto Federal do Sul de Minas Gerais,Campus Avançado Carmo de Minas,Sudeste,MG,Carmo de Minas,Carmo de Minas/MG
ifsuldeminas_campus_avancado_tres_coracoes,2014,IFSULDEMINAS,Instituto Federal do Sul de Minas Gerais,Campus Avançado Três Corações,Sudeste,MG,Três Corações,Três Corações/MG
ifsuldeminas_campus_inconfidentes,1918,IFSULDEMINAS,Instituto Federal do Sul de Minas Gerais,Campus Inconfidentes,Sudeste,MG,Inconfidentes,Inconfidentes/MG
ifsuldeminas_campus_machado,1946,IFSULDEMINAS,Instituto Federal do Sul de Minas Gerais,Campus Machado,Sudeste,MG,Machado,Machado/MG
ifsuldeminas_campus_muzambinho,1948,IFSULDEMINAS,Instituto Federal do Sul de Minas Gerais,Campus Muzambinho,Sudeste,MG,Muzambinho,Muzambinho/MG
ifsuldeminas_campus_passos,2013,IFSULDEMINAS,Instituto Federal do Sul de Minas Gerais,Campus Passos,Sudeste,MG,Passos,Passos/MG
ifsuldeminas_campus_pocos_de_caldas,2013,IFSULDEMINAS,Instituto Federal do Sul de Minas Gerais,Campus Poços de Caldas,Sudeste,MG,Poços de Caldas,Poços de Caldas/MG
ifsuldeminas_campus_pouso_alegre,2013,IFSULDEMINAS,Instituto Federal do Sul de Minas Gerais,Campus Pouso Alegre,Sudeste,MG,Pouso Alegre,Pouso Alegre/MG
ifsuldeminas_polo_de_inovacao_machado,2018,IFSULDEMINAS,Instituto Federal do Sul de Minas Gerais,Polo de Inovação Machado,Sudeste,MG,Machado,Machado/MG
ifto_campus_araguaina,2009,IFTO,Instituto Federal do Tocantins,Campus Araguaína,Norte,TO,Araguaína,Araguaína/TO
ifto_campus_araguatins,1985,IFTO,Instituto Federal do Tocantins,Campus Araguatins,Norte,TO,Araguatins,Araguatins/TO
ifto_campus_colinas_do_tocantins,2014,IFTO,Instituto Federal do Tocantins,Campus Colinas do Tocantins,Norte,TO,Colinas do Tocantins,Colinas do Tocantins/TO
ifto_campus_dianopolis,2013,IFTO,Instituto Federal do Tocantins,Campus Dianópolis,Norte,TO,Dianópolis,Dianópolis/TO
ifto_campus_formoso_do_araguaia,2015,IFTO,Instituto Federal do Tocantins,Campus Formoso do Araguaia,Norte,TO,Formoso do Araguaia,Formoso do Araguaia/TO
ifto_campus_gurupi,2010,IFTO,Instituto Federal do Tocantins,Campus Gurupi,Norte,TO,Gurupi,Gurupi/TO
ifto_campus_lagoa_da_confusao,2014,IFTO,Instituto Federal do Tocantins,Campus Lagoa da Confusão,Norte,TO,Lagoa da Confusão,Lagoa da Confusão/TO
ifto_campus_palmas,2003,IFTO,Instituto Federal do Tocantins,Campus Palmas,Norte,TO,Palmas,Palmas/TO
ifto_campus_paraiso_do_tocantins,2006,IFTO,Instituto Federal do Tocantins,Campus Paraíso do Tocantins,Norte,TO,Paraíso do Tocantins,Paraíso do Tocantins/TO
ifto_campus_pedro_afonso,2014,IFTO,Instituto Federal do Tocantins,Campus Pedro Afonso,Norte,TO,Pedro Afonso,Pedro Afonso/TO
ifto_campus_porto_nacional,2010,IFTO,Instituto Federal do Tocantins,Campus Porto Nacional,Norte,TO,Porto Nacional,Porto Nacional/TO
iftm_campus_avancado_campina_verde,2014,IFTM,Instituto Federal do Triângulo Mineiro,Campus Avançado Campina Verde,Sudeste,MG,Campina Verde,Campina Verde/MG
iftm_campus_avancado_uberaba_parque_tecnologico_unidade_i,2015,IFTM,Instituto Federal do Triângulo Mineiro,Campus Avançado Uberaba Parque Tecnológico (Unidade I),Sudeste,MG,Uberaba,Uberaba/MG
iftm_campus_ituiutaba,2010,IFTM,Instituto Federal do Triângulo Mineiro,Campus Ituiutaba,Sudeste,MG,Ituiutaba,Ituiutaba/MG
iftm_campus_paracatu,2010,IFTM,Instituto Federal do Triângulo Mineiro,Campus Paracatu,Sudeste,MG,Paracatu,Paracatu/MG
iftm_campus_patos_de_minas,2013,IFTM,Instituto Federal do Triângulo Mineiro,Campus Patos de Minas,Sudeste,MG,Patos de Minas,Patos de Minas/MG
iftm_campus_patrocinio,2013,IFTM,Instituto Federal do Triângulo Mineiro,Campus Patrocínio,Sudeste,MG,Patrocínio,Patrocínio/MG
iftm_campus_uberaba,1954,IFTM,Instituto Federal do Triângulo Mineiro,Campus Uberaba,Sudeste,MG,Uberaba,Uberaba/MG
iftm_campus_uberlandia,2010,IFTM,Instituto Federal do Triângulo Mineiro,Campus Uberlândia,Sudeste,MG,Uberlândia,Uberlândia/MG
iftm_campus_uberlandia_centro,2013,IFTM,Instituto Federal do Triângulo Mineiro,Campus Uberlândia Centro,Sudeste,MG,Uberlândia,Uberlândia/MG
iftm_polo_de_inovacao_uberaba,2021,IFTM,Instituto Federal do Triângulo Mineiro,Polo de Inovação Uberaba,Sudeste,MG,Uberaba,Uberaba/MG
if_farroupilha_campus_alegrete,1964,IF Farroupilha,Instituto Federal Farroupilha,Campus Alegrete,Sul,RS,Alegrete,Alegrete/RS
if_farroupilha_campus_avancado_uruguaiana,2014,IF Farroupilha,Instituto Federal Farroupilha,Campus Avançado Uruguaiana,Sul,RS,Uruguaiana,Uruguaiana/RS
if_farroupilha_campus_frederico_westphalen,1957,IF Farroupilha,Instituto Federal Farroupilha,Campus Frederico Westphalen,Sul,RS,Frederico Westphalen,Frederico Westphalen/RS
if_farroupilha_campus_jaguari,2013,IF Farroupilha,Instituto Federal Farroupilha,Campus Jaguari,Sul,RS,Jaguari,Jaguari/RS
if_farroupilha_campus_julio_de_castilhos,2010,IF Farroupilha,Instituto Federal Farroupilha,Campus Júlio de Castilhos,Sul,RS,Júlio de Castilhos,Júlio de Castilhos/RS
if_farroupilha_campus_panambi,2010,IF Farroupilha,Instituto Federal Farroupilha,Campus Panambi,Sul,RS,Panambi,Panambi/RS
if_farroupilha_campus_santa_rosa,2010,IF Farroupilha,Instituto Federal Farroupilha,Campus Santa Rosa,Sul,RS,Santa Rosa,Santa Rosa/RS
if_farroupilha_campus_santo_angelo,2014,IF Farroupilha,Instituto Federal Farroupilha,Campus Santo Ãngelo,Sul,RS,Santo Ãngelo,Santo Ãngelo/RS
if_farroupilha_campus_santo_augusto,2007,IF Farroupilha,Instituto Federal Farroupilha,Campus Santo Augusto,Sul,RS,Santo Augusto,Santo Augusto/RS
if_farroupilha_campus_sao_borja,2010,IF Farroupilha,Instituto Federal Farroupilha,Campus São Borja,Sul,RS,São Borja,São Borja/RS
if_farroupilha_campus_sao_vicente_do_sul,2008,IF Farroupilha,Instituto Federal Farroupilha,Campus São Vicente do Sul,Sul,RS,São Vicente do Sul,São Vicente do Sul/RS
iff_campus_avancado_cambuci,2014,IFF,Instituto Federal Fluminense,Campus Avançado Cambuci,Sudeste,RJ,Cambuci,Cambuci/RJ
iff_campus_avancado_sao_joao_da_barra,2014,IFF,Instituto Federal Fluminense,Campus Avançado São João da Barra,Sudeste,RJ,São João da Barra,São João da Barra/RJ
iff_campus_bom_jesus_do_itabapoana,1970,IFF,Instituto Federal Fluminense,Campus Bom Jesus do Itabapoana,Sudeste,RJ,Bom Jesus do Itabapoana,Bom Jesus do Itabapoana/RJ
iff_campus_cabo_frio,2008,IFF,Instituto Federal Fluminense,Campus Cabo Frio,Sudeste,RJ,Cabo Frio,Cabo Frio/RJ
iff_campus_campos_centro,1909,IFF,Instituto Federal Fluminense,Campus Campos Centro,Sudeste,RJ,Campos dos Goytacazes,Campos dos Goytacazes/RJ
iff_campus_campos_guarus,2006,IFF,Instituto Federal Fluminense,Campus Campos Guarus,Sudeste,RJ,Campos dos Goytacazes,Campos dos Goytacazes/RJ
iff_campus_itaborai,2021,IFF,Instituto Federal Fluminense,Campus Itaboraí,Sudeste,RJ,Itaboraí,Itaboraí/RJ
iff_campus_itaperuna,2009,IFF,Instituto Federal Fluminense,Campus Itaperuna,Sudeste,RJ,Itaperuna,Itaperuna/RJ
iff_campus_macae,1992,IFF,Instituto Federal Fluminense,Campus Macaé,Sudeste,RJ,Macaé,Macaé/RJ
iff_campus_marica,2015,IFF,Instituto Federal Fluminense,Campus Maricá,Sudeste,RJ,Maricá,Maricá/RJ
iff_campus_quissama,2013,IFF,Instituto Federal Fluminense,Campus Quissamã,Sudeste,RJ,Quissamã,Quissamã/RJ
iff_campus_santo_antonio_de_padua,2015,IFF,Instituto Federal Fluminense,Campus Santo Antônio de Pádua,Sudeste,RJ,Santo Antÿnio de Pádua,Santo Antÿnio de Pádua/RJ
iff_polo_de_inovacao_campos_dos_goytacazes,2015,IFF,Instituto Federal Fluminense,Polo de Inovação Campos dos Goytacazes,Sudeste,RJ,Campos dos Goytacazes,Campos dos Goytacazes/RJ
if_goiano_campus_avancado_catalao,2014,IF Goiano,Instituto Federal Goiano,Campus Avançado Catalão,Centro-Oeste,GO,Catalão,Catalão/GO
if_goiano_campus_avancado_hidrolandia,2014,IF Goiano,Instituto Federal Goiano,Campus Avançado Hidrolândia,Centro-Oeste,GO,Hidrolândia,Hidrolândia/GO
if_goiano_campus_avancado_ipameri,2014,IF Goiano,Instituto Federal Goiano,Campus Avançado Ipameri,Centro-Oeste,GO,Ipameri,Ipameri/GO
if_goiano_campus_campos_belos,2016,IF Goiano,Instituto Federal Goiano,Campus Campos Belos,Centro-Oeste,GO,Campos Belos,Campos Belos/GO
if_goiano_campus_ceres,1993,IF Goiano,Instituto Federal Goiano,Campus Ceres,Centro-Oeste,GO,Ceres,Ceres/GO
if_goiano_campus_cristalina,2014,IF Goiano,Instituto Federal Goiano,Campus Cristalina,Centro-Oeste,GO,Cristalina,Cristalina/GO
if_goiano_campus_ipora,2010,IF Goiano,Instituto Federal Goiano,Campus Iporá,Centro-Oeste,GO,Iporá,Iporá/GO
if_goiano_campus_morrinhos,1997,IF Goiano,Instituto Federal Goiano,Campus Morrinhos,Centro-Oeste,GO,Morrinhos,Morrinhos/GO
if_goiano_campus_posse,2015,IF Goiano,Instituto Federal Goiano,Campus Posse,Centro-Oeste,GO,Posse,Posse/GO
if_goiano_campus_rio_verde,1968,IF Goiano,Instituto Federal Goiano,Campus Rio Verde,Centro-Oeste,GO,Rio Verde,Rio Verde/GO
if_goiano_campus_trindade,2016,IF Goiano,Instituto Federal Goiano,Campus Trindade,Centro-Oeste,GO,Trindade,Trindade/GO
if_goiano_campus_urutai,1953,IF Goiano,Instituto Federal Goiano,Campus Urutaí,Centro-Oeste,GO,Urutaí,Urutaí/GO
if_goiano_polo_de_inovacao_rio_verde,2018,IF Goiano,Instituto Federal Goiano,Polo de Inovação Rio Verde,Centro-Oeste,GO,Rio Verde,Rio Verde/GO
ifsul_campus_bage,2010,IFSul,Instituto Federal Sul-rio-grandense,Campus Bagé,Sul,RS,Bagé,Bagé/RS
ifsul_campus_camaqua,2010,IFSul,Instituto Federal Sul-rio-grandense,Campus Camaquã,Sul,RS,Camaquã,Camaquã/RS
ifsul_campus_charqueadas,2006,IFSul,Instituto Federal Sul-rio-grandense,Campus Charqueadas,Sul,RS,Charqueadas,Charqueadas/RS
ifsul_campus_gravatai,2013,IFSul,Instituto Federal Sul-rio-grandense,Campus Gravataí,Sul,RS,Gravataí,Gravataí/RS
ifsul_campus_jaguarao,2014,IFSul,Instituto Federal Sul-rio-grandense,Campus Jaguarão,Sul,RS,Jaguarão,Jaguarão/RS
ifsul_campus_lajeado,2013,IFSul,Instituto Federal Sul-rio-grandense,Campus Lajeado,Sul,RS,Lajeado,Lajeado/RS
ifsul_campus_novo_hamburgo,2016,IFSul,Instituto Federal Sul-rio-grandense,Campus Novo Hamburgo,Sul,RS,Novo Hamburgo,Novo Hamburgo/RS
ifsul_campus_passo_fundo,2007,IFSul,Instituto Federal Sul-rio-grandense,Campus Passo Fundo,Sul,RS,Passo Fundo,Passo Fundo/RS
ifsul_campus_pelotas,1942,IFSul,Instituto Federal Sul-rio-grandense,Campus Pelotas,Sul,RS,Pelotas,Pelotas/RS
ifsul_campus_pelotas_visconde_da_graca,2013,IFSul,Instituto Federal Sul-rio-grandense,Campus Pelotas Visconde da Graça,Sul,RS,Pelotas,Pelotas/RS
ifsul_campus_santana_do_livramento,2013,IFSul,Instituto Federal Sul-rio-grandense,Campus Santana do Livramento,Sul,RS,Sant'Ana do Livramento,Sant'Ana do Livramento/RS
ifsul_campus_sapiranga,2013,IFSul,Instituto Federal Sul-rio-grandense,Campus Sapiranga,Sul,RS,Sapiranga,Sapiranga/RS
ifsul_campus_sapucaia_do_sul,1995,IFSul,Instituto Federal Sul-rio-grandense,Campus Sapucaia do Sul,Sul,RS,Sapucaia do Sul,Sapucaia do Sul/RS
ifsul_campus_venancio_aires,2011,IFSul,Instituto Federal Sul-rio-grandense,Campus Venâncio Aires,Sul,RS,Venâncio Aires,Venâncio Aires/RS
